title,company,location,country,workplace,job_type,level,applicants,salary,posted,skills,link
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Cincinnati, OH",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106617248
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Philadelphia, PA",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106620058
Geospatial Software Developer,Argonne National Laboratory,"Lemont, IL",United States,Hybrid,Full-time,Entry level,100,,Reposted 4 hours ago,"['SQL', 'MySQL', 'Azure', 'Oracle', 'Java', 'CSS', 'Angular', 'Express', 'Flask', 'Django', 'R', 'Bash', 'PowerShell']",https://www.linkedin.com/jobs/view/4083213505
Software Developer,DataAnnotation,"Irvine, CA",United States,Remote,Contract,Entry level,100,,Reposted 8 hours ago,"['Python', 'JavaScript', 'C#', 'C++', 'HTML', 'SQL']",https://www.linkedin.com/jobs/view/4094242666
Software Developer,DataAnnotation,"Amherst, NY",United States,Remote,Contract,Entry level,64,,Reposted 21 hours ago,"['Python', 'JavaScript', 'C#', 'C++', 'HTML', 'SQL']",https://www.linkedin.com/jobs/view/4094241670
Software Developer,DataAnnotation,"Buffalo, NY",United States,Remote,Contract,Entry level,45,,Reposted 21 hours ago,"['Python', 'JavaScript', 'C#', 'C++', 'HTML', 'SQL']",https://www.linkedin.com/jobs/view/4094241655
"Research Scientist, ML Systems - New College Grad 2025",NVIDIA,"Redmond, WA",United States,,Full-time,Entry level,93,,Reposted 9 hours ago,"['C', 'C++', 'Python']",https://www.linkedin.com/jobs/view/4053601407
Software Developer,DataAnnotation,"Rancho Cucamonga, CA",United States,Remote,Contract,Entry level,69,,Reposted 20 hours ago,"['Python', 'JavaScript', 'C#', 'C++', 'HTML', 'SQL']",https://www.linkedin.com/jobs/view/4094244234
Software Engineer | Data Platform,Ramp,"New York, United States",United States,Remote,Full-time,Entry level,100,,23 hours ago,"['Express', 'Airflow', 'Snowflake', 'Kafka', 'AWS', 'GCP', 'Azure', 'SQL', 'BigQuery', 'Python']",https://www.linkedin.com/jobs/view/4106927807
FullStack Developer,Chatham Financial,"Denver, CO",United States,Hybrid,Full-time,Entry level,70,,17 hours ago,"['React', 'Angular', 'TypeScript', 'SQL', 'Redis', 'Playwright', 'Docker', 'C#', 'C++', 'Java', 'JavaScript', 'Oracle', 'MySQL']",https://www.linkedin.com/jobs/view/4106277204
"Engineer II, Reporting and Insights, Scala/Spark",Magnite,"Seattle, WA",United States,,Full-time,Entry level,100,,Reposted 22 hours ago,"['SQL', 'Scala']",https://www.linkedin.com/jobs/view/4009489261
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Sandy Springs, GA",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106614863
AI Engineering Consultant,OneStream Software,United States,United States,Remote,Full-time,Entry level,100,,Reposted 6 hours ago,"['Python', 'C++', 'C', 'Java', 'Rust', 'Go']",https://www.linkedin.com/jobs/view/4070162633
ML Engineer,iO Associates - US,United States,United States,Remote,Full-time,Entry level,90,,20 hours ago,"['TensorFlow', 'PyTorch', 'Python', 'Pandas', 'NumPy', 'Matplotlib', 'Seaborn', 'Azure']",https://www.linkedin.com/jobs/view/4106271128
Firmware Engineer (Onsite),Collins Aerospace,"Seminole, FL",United States,On-site,Full-time,Entry level,54,,Reposted 9 hours ago,"['Perl', 'Python']",https://www.linkedin.com/jobs/view/4071841845
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Baltimore, MD",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106613944
Software Engineer,Russell Tobin,"Sunnyvale, CA",United States,Hybrid,Contract,Entry level,51,,20 hours ago,"['Java', 'C++', 'Go', 'Spark']",https://www.linkedin.com/jobs/view/4104517456
Associate Date Engineer - Data Science,The Hartford,"Hartford, CT",United States,Hybrid,Full-time,Entry level,81,,17 hours ago,"['Python', 'SQL', 'AWS', 'Airflow', 'Snowflake']",https://www.linkedin.com/jobs/view/4106773051
Entry Level Java Developer with Cloud,SynergisticIT,"Boston, MA",United States,Remote,Contract,Entry level,0,,11 hours ago,"['Oracle', 'Java', 'C++', 'Spring', 'Docker', 'Jenkins', 'SAS', 'Python']",https://www.linkedin.com/jobs/view/4107286530
ServiceNow Developer I,OSF HealthCare,"Peoria, IL",United States,Hybrid,Full-time,Entry level,17,,20 hours ago,"['C#', 'Java', 'C++']",https://www.linkedin.com/jobs/view/4104515426
Coding Expertise for AI Training - US,Outlier,"Florida, United States",United States,Remote,Full-time,Entry level,12,,Reposted 23 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++']",https://www.linkedin.com/jobs/view/4083732014
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"St Petersburg, FL",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107166682
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Trenton, NJ",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106613635
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Huntington, WV",United States,Remote,Full-time,Entry level,0,,2 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107066150
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Manchester, NH",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106618188
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Alexandria, VA",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106615769
Software Developer,DataAnnotation,"Sacramento, CA",United States,Remote,Contract,Entry level,50,,Reposted 21 hours ago,"['Python', 'JavaScript', 'C#', 'C++', 'HTML', 'SQL']",https://www.linkedin.com/jobs/view/4094239997
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Stamford, CT",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107173028
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Birmingham, AL",United States,Remote,Full-time,Entry level,1 person clicked apply,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106615773
Software Developer,DataAnnotation,"San Diego, CA",United States,Remote,Contract,Entry level,57,,Reposted 22 hours ago,"['Python', 'JavaScript', 'C#', 'C++', 'HTML', 'SQL']",https://www.linkedin.com/jobs/view/4094239947
Software Developer,DataAnnotation,"Oxnard, CA",United States,Remote,Contract,Entry level,64,,Reposted 22 hours ago,"['Python', 'JavaScript', 'C#', 'C++', 'HTML', 'SQL']",https://www.linkedin.com/jobs/view/4094246015
Software Developer,DataAnnotation,"Fontana, CA",United States,Remote,Contract,Entry level,70,,Reposted 22 hours ago,"['Python', 'JavaScript', 'C#', 'C++', 'HTML', 'SQL']",https://www.linkedin.com/jobs/view/4094244224
Software Developer,DataAnnotation,"Stockton, CA",United States,Remote,Contract,Entry level,89,,Reposted 22 hours ago,"['Python', 'JavaScript', 'C#', 'C++', 'HTML', 'SQL']",https://www.linkedin.com/jobs/view/4094245220
Remote Coding Expertise for AI Training (Swiss-Italian),Outlier,"Jersey City, NJ",United States,Remote,Full-time,Entry level,0,,16 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106285270
Software Developer,DataAnnotation,"Lancaster, CA",United States,Remote,Contract,Entry level,41,,Reposted 22 hours ago,"['Python', 'JavaScript', 'C#', 'C++', 'HTML', 'SQL']",https://www.linkedin.com/jobs/view/4094245243
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Lakeland, FL",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107166952
Software Developer,Wavepoint,"Erie, PA",United States,On-site,Full-time,Entry level,89,,19 hours ago,"['SQL', 'Python', 'C#', 'Django', 'AWS', 'Azure', 'JavaScript', 'HTML', 'CSS']",https://www.linkedin.com/jobs/view/4107150671
Software Engineer,OneStudyTeam,"Boston, MA",United States,Remote,Full-time,Entry level,100,,22 hours ago,"['Clojure', 'Haskell', 'Lisp', 'F#', 'AWS', 'Docker']",https://www.linkedin.com/jobs/view/4106961741
Solutions Engineer,Semgrep,"Lafayette, Indiana Metropolitan Area",United States,Remote,Full-time,Entry level,100,,Reposted 16 hours ago,"['Snowflake', 'Jenkins']",https://www.linkedin.com/jobs/view/4102976180
Developer Success Engineer,Finch,"San Francisco, CA",United States,Hybrid,Full-time,Entry level,100,,Reposted 6 hours ago,"['Redis', 'AWS']",https://www.linkedin.com/jobs/view/4052748450
Data Engineer,AndHealth,"Columbus, OH",United States,On-site,Full-time,Entry level,100,,22 hours ago,"['BigQuery', 'SQL']",https://www.linkedin.com/jobs/view/4106958910
Python Developer (Entry Level),Glint Tech Solutions,"Aiken, TX",United States,On-site,Full-time,Entry level,40,,17 hours ago,"['Python', 'Flask', 'HTML', 'CSS', 'JavaScript', 'SQL']",https://www.linkedin.com/jobs/view/4107193686
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Macon, GA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107174065
Software Engineer - Entry/Junior Level,SynergisticIT,"Union City, NJ",United States,On-site,Full-time,Entry level,11,,4 hours ago,"['Java', 'C++', 'Spring', 'Docker', 'Jenkins', 'Python']",https://www.linkedin.com/jobs/view/4107058523
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,United States,United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107165795
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Rhode Island, United States",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107160911
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Cincinnati, OH",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107173131
Remote Coding Expertise for AI Training (German),Jobs via Dice,United States,United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106617636
Web Developer,BeaconFire Inc.,"New York, United States",United States,Hybrid,Full-time,Entry level,100,,Reposted 22 hours ago,"['HTML', 'CSS', 'JavaScript', 'Java', 'Python', 'C', 'C++', 'C#']",https://www.linkedin.com/jobs/view/4102820201
Software Developer,Altec,"St Joseph, MO",United States,On-site,Full-time,Entry level,44,,22 hours ago,"['C#', 'JavaScript', 'Angular', 'AWS', 'SQL']",https://www.linkedin.com/jobs/view/4106966185
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Providence, RI",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106620019
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Allentown, PA",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106618242
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Gulfport, MS",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106615852
VIE - Developer & Applicative Support .NET/C#,Jobs via eFinancialCareers,"Stamford, CT",United States,Hybrid,Full-time,Entry level,11,,1 day ago,"['C#', 'SQL', 'Azure']",https://www.linkedin.com/jobs/view/4104396127
Software Solutions Engineer – Multiple Levels,Noblis,"Washington, DC",United States,Hybrid,Full-time,Entry level,20,,Reposted 1 hour ago,"['AWS', 'PostgreSQL', 'MySQL', 'MongoDB', 'Oracle', 'Python', 'Java', 'C#', 'JavaScript', 'SQL', 'Azure']",https://www.linkedin.com/jobs/view/4095889663
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Springfield, MA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107181309
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Gulfport, MS",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107166830
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Reading, PA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107194096
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Pittsburgh, PA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107170406
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Sandy Springs, GA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107173355
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Cincinnati, OH",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107172410
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Manchester, NH",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107170485
Remote Coding Expertise for AI Training (Swiss-German),Outlier,"Gulfport, MS",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107192775
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Detroit, MI",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106613935
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Manchester, NH",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107166536
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Reading, PA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107170176
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Agawam, MA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107170191
Coding Expertise for AI Training - US,Outlier,"Illinois, United States",United States,Remote,Full-time,Entry level,15,,Reposted 23 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++']",https://www.linkedin.com/jobs/view/4083728377
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Arlington, VA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107166660
Remote Coding Expertise for AI Training (German),Jobs via Dice,United States,United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106618315
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Lakeland, FL",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106616657
Full Stack Java Developer,Collabera,"Phoenix, AZ",United States,On-site,Contract,Entry level,93,,23 hours ago,"['Spring', 'React', 'Elasticsearch', 'Java']",https://www.linkedin.com/jobs/view/4106258510
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Pittsburgh, PA",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106616598
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Columbus, OH",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106618296
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Kentucky, United States",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107173187
Remote Coding Expertise for AI Training (German),Jobs via Dice,United States,United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106615811
